image_name,mask_rel_path,split
cell0154.png,pseudo_masks/masks/train/cell0154_mask.png,train
cell0155.png,pseudo_masks/masks/train/cell0155_mask.png,train
cell0156.png,pseudo_masks/masks/train/cell0156_mask.png,train
cell0157.png,pseudo_masks/masks/train/cell0157_mask.png,train
cell0158.png,pseudo_masks/masks/train/cell0158_mask.png,train
cell0159.png,pseudo_masks/masks/train/cell0159_mask.png,train
cell0160.png,pseudo_masks/masks/train/cell0160_mask.png,train
cell0161.png,pseudo_masks/masks/train/cell0161_mask.png,train
cell0163.png,pseudo_masks/masks/train/cell0163_mask.png,train
cell0164.png,pseudo_masks/masks/train/cell0164_mask.png,train
cell0165.png,pseudo_masks/masks/train/cell0165_mask.png,train
cell0166.png,pseudo_masks/masks/train/cell0166_mask.png,train
cell0167.png,pseudo_masks/masks/train/cell0167_mask.png,train
cell0168.png,pseudo_masks/masks/train/cell0168_mask.png,train
cell0169.png,pseudo_masks/masks/train/cell0169_mask.png,train
cell0170.png,pseudo_masks/masks/train/cell0170_mask.png,train
cell0171.png,pseudo_masks/masks/train/cell0171_mask.png,train
cell0172.png,pseudo_masks/masks/train/cell0172_mask.png,train
cell0173.png,pseudo_masks/masks/train/cell0173_mask.png,train
cell0174.png,pseudo_masks/masks/train/cell0174_mask.png,train
cell0175.png,pseudo_masks/masks/train/cell0175_mask.png,train
cell0176.png,pseudo_masks/masks/train/cell0176_mask.png,train
cell0178.png,pseudo_masks/masks/train/cell0178_mask.png,train
cell0179.png,pseudo_masks/masks/train/cell0179_mask.png,train
cell0180.png,pseudo_masks/masks/train/cell0180_mask.png,train
cell0181.png,pseudo_masks/masks/train/cell0181_mask.png,train
cell0182.png,pseudo_masks/masks/train/cell0182_mask.png,train
cell0183.png,pseudo_masks/masks/train/cell0183_mask.png,train
cell0184.png,pseudo_masks/masks/train/cell0184_mask.png,train
cell0185.png,pseudo_masks/masks/train/cell0185_mask.png,train
cell0186.png,pseudo_masks/masks/train/cell0186_mask.png,train
cell0187.png,pseudo_masks/masks/train/cell0187_mask.png,train
cell0188.png,pseudo_masks/masks/train/cell0188_mask.png,train
cell0190.png,pseudo_masks/masks/train/cell0190_mask.png,train
cell0191.png,pseudo_masks/masks/train/cell0191_mask.png,train
cell0192.png,pseudo_masks/masks/train/cell0192_mask.png,train
cell0193.png,pseudo_masks/masks/train/cell0193_mask.png,train
cell0194.png,pseudo_masks/masks/train/cell0194_mask.png,train
cell0195.png,pseudo_masks/masks/train/cell0195_mask.png,train
cell0198.png,pseudo_masks/masks/train/cell0198_mask.png,train
cell0199.png,pseudo_masks/masks/train/cell0199_mask.png,train
cell0201.png,pseudo_masks/masks/train/cell0201_mask.png,train
cell0202.png,pseudo_masks/masks/train/cell0202_mask.png,train
cell0203.png,pseudo_masks/masks/train/cell0203_mask.png,train
cell0204.png,pseudo_masks/masks/train/cell0204_mask.png,train
cell0205.png,pseudo_masks/masks/train/cell0205_mask.png,train
cell0206.png,pseudo_masks/masks/train/cell0206_mask.png,train
cell0207.png,pseudo_masks/masks/train/cell0207_mask.png,train
cell0208.png,pseudo_masks/masks/train/cell0208_mask.png,train
cell0209.png,pseudo_masks/masks/train/cell0209_mask.png,train
cell0210.png,pseudo_masks/masks/train/cell0210_mask.png,train
cell0211.png,pseudo_masks/masks/train/cell0211_mask.png,train
cell0212.png,pseudo_masks/masks/train/cell0212_mask.png,train
cell0213.png,pseudo_masks/masks/train/cell0213_mask.png,train
cell0215.png,pseudo_masks/masks/train/cell0215_mask.png,train
cell0216.png,pseudo_masks/masks/train/cell0216_mask.png,train
cell0218.png,pseudo_masks/masks/train/cell0218_mask.png,train
cell0219.png,pseudo_masks/masks/train/cell0219_mask.png,train
cell0220.png,pseudo_masks/masks/train/cell0220_mask.png,train
cell0221.png,pseudo_masks/masks/train/cell0221_mask.png,train
cell0222.png,pseudo_masks/masks/train/cell0222_mask.png,train
cell0223.png,pseudo_masks/masks/train/cell0223_mask.png,train
cell0224.png,pseudo_masks/masks/train/cell0224_mask.png,train
cell0225.png,pseudo_masks/masks/train/cell0225_mask.png,train
cell0226.png,pseudo_masks/masks/train/cell0226_mask.png,train
cell0227.png,pseudo_masks/masks/train/cell0227_mask.png,train
cell0228.png,pseudo_masks/masks/train/cell0228_mask.png,train
cell0229.png,pseudo_masks/masks/train/cell0229_mask.png,train
cell0232.png,pseudo_masks/masks/train/cell0232_mask.png,train
cell0233.png,pseudo_masks/masks/train/cell0233_mask.png,train
cell0234.png,pseudo_masks/masks/train/cell0234_mask.png,train
cell0236.png,pseudo_masks/masks/train/cell0236_mask.png,train
cell0237.png,pseudo_masks/masks/train/cell0237_mask.png,train
cell0238.png,pseudo_masks/masks/train/cell0238_mask.png,train
cell0239.png,pseudo_masks/masks/train/cell0239_mask.png,train
cell0240.png,pseudo_masks/masks/train/cell0240_mask.png,train
cell0241.png,pseudo_masks/masks/train/cell0241_mask.png,train
cell0242.png,pseudo_masks/masks/train/cell0242_mask.png,train
cell0244.png,pseudo_masks/masks/train/cell0244_mask.png,train
cell0245.png,pseudo_masks/masks/train/cell0245_mask.png,train
cell0246.png,pseudo_masks/masks/train/cell0246_mask.png,train
cell0247.png,pseudo_masks/masks/train/cell0247_mask.png,train
cell0248.png,pseudo_masks/masks/train/cell0248_mask.png,train
cell0249.png,pseudo_masks/masks/train/cell0249_mask.png,train
cell0251.png,pseudo_masks/masks/train/cell0251_mask.png,train
cell0252.png,pseudo_masks/masks/train/cell0252_mask.png,train
cell0253.png,pseudo_masks/masks/train/cell0253_mask.png,train
cell0254.png,pseudo_masks/masks/train/cell0254_mask.png,train
cell0255.png,pseudo_masks/masks/train/cell0255_mask.png,train
cell0257.png,pseudo_masks/masks/train/cell0257_mask.png,train
cell0260.png,pseudo_masks/masks/train/cell0260_mask.png,train
cell0261.png,pseudo_masks/masks/train/cell0261_mask.png,train
cell0262.png,pseudo_masks/masks/train/cell0262_mask.png,train
cell0263.png,pseudo_masks/masks/train/cell0263_mask.png,train
cell0264.png,pseudo_masks/masks/train/cell0264_mask.png,train
cell0265.png,pseudo_masks/masks/train/cell0265_mask.png,train
cell0267.png,pseudo_masks/masks/train/cell0267_mask.png,train
cell0268.png,pseudo_masks/masks/train/cell0268_mask.png,train
cell0269.png,pseudo_masks/masks/train/cell0269_mask.png,train
cell0271.png,pseudo_masks/masks/train/cell0271_mask.png,train
cell0273.png,pseudo_masks/masks/train/cell0273_mask.png,train
cell0275.png,pseudo_masks/masks/train/cell0275_mask.png,train
cell0276.png,pseudo_masks/masks/train/cell0276_mask.png,train
cell0277.png,pseudo_masks/masks/train/cell0277_mask.png,train
cell0278.png,pseudo_masks/masks/train/cell0278_mask.png,train
cell0280.png,pseudo_masks/masks/train/cell0280_mask.png,train
cell0281.png,pseudo_masks/masks/train/cell0281_mask.png,train
cell0283.png,pseudo_masks/masks/train/cell0283_mask.png,train
cell0284.png,pseudo_masks/masks/train/cell0284_mask.png,train
cell0285.png,pseudo_masks/masks/train/cell0285_mask.png,train
cell0286.png,pseudo_masks/masks/train/cell0286_mask.png,train
cell0287.png,pseudo_masks/masks/train/cell0287_mask.png,train
cell0288.png,pseudo_masks/masks/train/cell0288_mask.png,train
cell0289.png,pseudo_masks/masks/train/cell0289_mask.png,train
cell0291.png,pseudo_masks/masks/train/cell0291_mask.png,train
cell0292.png,pseudo_masks/masks/train/cell0292_mask.png,train
cell0294.png,pseudo_masks/masks/train/cell0294_mask.png,train
cell0296.png,pseudo_masks/masks/train/cell0296_mask.png,train
cell0297.png,pseudo_masks/masks/train/cell0297_mask.png,train
cell0298.png,pseudo_masks/masks/train/cell0298_mask.png,train
cell0300.png,pseudo_masks/masks/train/cell0300_mask.png,train
cell0301.png,pseudo_masks/masks/train/cell0301_mask.png,train
cell0302.png,pseudo_masks/masks/train/cell0302_mask.png,train
cell0303.png,pseudo_masks/masks/train/cell0303_mask.png,train
cell0305.png,pseudo_masks/masks/train/cell0305_mask.png,train
cell0306.png,pseudo_masks/masks/train/cell0306_mask.png,train
cell0307.png,pseudo_masks/masks/train/cell0307_mask.png,train
cell0308.png,pseudo_masks/masks/train/cell0308_mask.png,train
cell0310.png,pseudo_masks/masks/train/cell0310_mask.png,train
cell0311.png,pseudo_masks/masks/train/cell0311_mask.png,train
cell0313.png,pseudo_masks/masks/train/cell0313_mask.png,train
cell0314.png,pseudo_masks/masks/train/cell0314_mask.png,train
cell0315.png,pseudo_masks/masks/train/cell0315_mask.png,train
cell0316.png,pseudo_masks/masks/train/cell0316_mask.png,train
cell0317.png,pseudo_masks/masks/train/cell0317_mask.png,train
cell0318.png,pseudo_masks/masks/train/cell0318_mask.png,train
cell0320.png,pseudo_masks/masks/train/cell0320_mask.png,train
cell0322.png,pseudo_masks/masks/train/cell0322_mask.png,train
cell0323.png,pseudo_masks/masks/train/cell0323_mask.png,train
cell0324.png,pseudo_masks/masks/train/cell0324_mask.png,train
cell0325.png,pseudo_masks/masks/train/cell0325_mask.png,train
cell0326.png,pseudo_masks/masks/train/cell0326_mask.png,train
cell0327.png,pseudo_masks/masks/train/cell0327_mask.png,train
cell0328.png,pseudo_masks/masks/train/cell0328_mask.png,train
cell0330.png,pseudo_masks/masks/train/cell0330_mask.png,train
cell0331.png,pseudo_masks/masks/train/cell0331_mask.png,train
cell0332.png,pseudo_masks/masks/train/cell0332_mask.png,train
cell0333.png,pseudo_masks/masks/train/cell0333_mask.png,train
cell0334.png,pseudo_masks/masks/train/cell0334_mask.png,train
cell0336.png,pseudo_masks/masks/train/cell0336_mask.png,train
cell0337.png,pseudo_masks/masks/train/cell0337_mask.png,train
cell0338.png,pseudo_masks/masks/train/cell0338_mask.png,train
cell0341.png,pseudo_masks/masks/train/cell0341_mask.png,train
cell0342.png,pseudo_masks/masks/train/cell0342_mask.png,train
cell0343.png,pseudo_masks/masks/train/cell0343_mask.png,train
cell0344.png,pseudo_masks/masks/train/cell0344_mask.png,train
cell0345.png,pseudo_masks/masks/train/cell0345_mask.png,train
cell0346.png,pseudo_masks/masks/train/cell0346_mask.png,train
cell0347.png,pseudo_masks/masks/train/cell0347_mask.png,train
cell0348.png,pseudo_masks/masks/train/cell0348_mask.png,train
cell0349.png,pseudo_masks/masks/train/cell0349_mask.png,train
cell0350.png,pseudo_masks/masks/train/cell0350_mask.png,train
cell0353.png,pseudo_masks/masks/train/cell0353_mask.png,train
cell0354.png,pseudo_masks/masks/train/cell0354_mask.png,train
cell0355.png,pseudo_masks/masks/train/cell0355_mask.png,train
cell0357.png,pseudo_masks/masks/train/cell0357_mask.png,train
cell0358.png,pseudo_masks/masks/train/cell0358_mask.png,train
cell0359.png,pseudo_masks/masks/train/cell0359_mask.png,train
cell0360.png,pseudo_masks/masks/train/cell0360_mask.png,train
cell0361.png,pseudo_masks/masks/train/cell0361_mask.png,train
cell0362.png,pseudo_masks/masks/train/cell0362_mask.png,train
cell0363.png,pseudo_masks/masks/train/cell0363_mask.png,train
cell0364.png,pseudo_masks/masks/train/cell0364_mask.png,train
cell0365.png,pseudo_masks/masks/train/cell0365_mask.png,train
cell0366.png,pseudo_masks/masks/train/cell0366_mask.png,train
cell0368.png,pseudo_masks/masks/train/cell0368_mask.png,train
cell0369.png,pseudo_masks/masks/train/cell0369_mask.png,train
cell0370.png,pseudo_masks/masks/train/cell0370_mask.png,train
cell0372.png,pseudo_masks/masks/train/cell0372_mask.png,train
cell0373.png,pseudo_masks/masks/train/cell0373_mask.png,train
cell0374.png,pseudo_masks/masks/train/cell0374_mask.png,train
cell0375.png,pseudo_masks/masks/train/cell0375_mask.png,train
cell0376.png,pseudo_masks/masks/train/cell0376_mask.png,train
cell0379.png,pseudo_masks/masks/train/cell0379_mask.png,train
cell0380.png,pseudo_masks/masks/train/cell0380_mask.png,train
cell0381.png,pseudo_masks/masks/train/cell0381_mask.png,train
cell0382.png,pseudo_masks/masks/train/cell0382_mask.png,train
cell0383.png,pseudo_masks/masks/train/cell0383_mask.png,train
cell0384.png,pseudo_masks/masks/train/cell0384_mask.png,train
cell0385.png,pseudo_masks/masks/train/cell0385_mask.png,train
cell0387.png,pseudo_masks/masks/train/cell0387_mask.png,train
cell0388.png,pseudo_masks/masks/train/cell0388_mask.png,train
cell0389.png,pseudo_masks/masks/train/cell0389_mask.png,train
cell0390.png,pseudo_masks/masks/train/cell0390_mask.png,train
cell0392.png,pseudo_masks/masks/train/cell0392_mask.png,train
cell0393.png,pseudo_masks/masks/train/cell0393_mask.png,train
cell0394.png,pseudo_masks/masks/train/cell0394_mask.png,train
cell0395.png,pseudo_masks/masks/train/cell0395_mask.png,train
cell0396.png,pseudo_masks/masks/train/cell0396_mask.png,train
cell0397.png,pseudo_masks/masks/train/cell0397_mask.png,train
cell0399.png,pseudo_masks/masks/train/cell0399_mask.png,train
cell0401.png,pseudo_masks/masks/train/cell0401_mask.png,train
cell0402.png,pseudo_masks/masks/train/cell0402_mask.png,train
cell0403.png,pseudo_masks/masks/train/cell0403_mask.png,train
cell0404.png,pseudo_masks/masks/train/cell0404_mask.png,train
cell0405.png,pseudo_masks/masks/train/cell0405_mask.png,train
cell0406.png,pseudo_masks/masks/train/cell0406_mask.png,train
cell0407.png,pseudo_masks/masks/train/cell0407_mask.png,train
cell0408.png,pseudo_masks/masks/train/cell0408_mask.png,train
cell0409.png,pseudo_masks/masks/train/cell0409_mask.png,train
cell0410.png,pseudo_masks/masks/train/cell0410_mask.png,train
cell0413.png,pseudo_masks/masks/train/cell0413_mask.png,train
cell0415.png,pseudo_masks/masks/train/cell0415_mask.png,train
cell0418.png,pseudo_masks/masks/train/cell0418_mask.png,train
cell0420.png,pseudo_masks/masks/train/cell0420_mask.png,train
cell0421.png,pseudo_masks/masks/train/cell0421_mask.png,train
cell0422.png,pseudo_masks/masks/train/cell0422_mask.png,train
cell0424.png,pseudo_masks/masks/train/cell0424_mask.png,train
cell0425.png,pseudo_masks/masks/train/cell0425_mask.png,train
cell0426.png,pseudo_masks/masks/train/cell0426_mask.png,train
cell0427.png,pseudo_masks/masks/train/cell0427_mask.png,train
cell0428.png,pseudo_masks/masks/train/cell0428_mask.png,train
cell0429.png,pseudo_masks/masks/train/cell0429_mask.png,train
cell0430.png,pseudo_masks/masks/train/cell0430_mask.png,train
cell0431.png,pseudo_masks/masks/train/cell0431_mask.png,train
cell0432.png,pseudo_masks/masks/train/cell0432_mask.png,train
cell0433.png,pseudo_masks/masks/train/cell0433_mask.png,train
cell0434.png,pseudo_masks/masks/train/cell0434_mask.png,train
cell0435.png,pseudo_masks/masks/train/cell0435_mask.png,train
cell0436.png,pseudo_masks/masks/train/cell0436_mask.png,train
cell0437.png,pseudo_masks/masks/train/cell0437_mask.png,train
cell0438.png,pseudo_masks/masks/train/cell0438_mask.png,train
cell0439.png,pseudo_masks/masks/train/cell0439_mask.png,train
cell0441.png,pseudo_masks/masks/train/cell0441_mask.png,train
cell0442.png,pseudo_masks/masks/train/cell0442_mask.png,train
cell0443.png,pseudo_masks/masks/train/cell0443_mask.png,train
cell0444.png,pseudo_masks/masks/train/cell0444_mask.png,train
cell0445.png,pseudo_masks/masks/train/cell0445_mask.png,train
cell0446.png,pseudo_masks/masks/train/cell0446_mask.png,train
cell0448.png,pseudo_masks/masks/train/cell0448_mask.png,train
cell0449.png,pseudo_masks/masks/train/cell0449_mask.png,train
cell0450.png,pseudo_masks/masks/train/cell0450_mask.png,train
cell0451.png,pseudo_masks/masks/train/cell0451_mask.png,train
cell0453.png,pseudo_masks/masks/train/cell0453_mask.png,train
cell0454.png,pseudo_masks/masks/train/cell0454_mask.png,train
cell0455.png,pseudo_masks/masks/train/cell0455_mask.png,train
cell0457.png,pseudo_masks/masks/train/cell0457_mask.png,train
cell0458.png,pseudo_masks/masks/train/cell0458_mask.png,train
cell0460.png,pseudo_masks/masks/train/cell0460_mask.png,train
cell0461.png,pseudo_masks/masks/train/cell0461_mask.png,train
cell0462.png,pseudo_masks/masks/train/cell0462_mask.png,train
cell0463.png,pseudo_masks/masks/train/cell0463_mask.png,train
cell0464.png,pseudo_masks/masks/train/cell0464_mask.png,train
cell0465.png,pseudo_masks/masks/train/cell0465_mask.png,train
cell0466.png,pseudo_masks/masks/train/cell0466_mask.png,train
cell0467.png,pseudo_masks/masks/train/cell0467_mask.png,train
cell0468.png,pseudo_masks/masks/train/cell0468_mask.png,train
cell0469.png,pseudo_masks/masks/train/cell0469_mask.png,train
cell0470.png,pseudo_masks/masks/train/cell0470_mask.png,train
cell0472.png,pseudo_masks/masks/train/cell0472_mask.png,train
cell0473.png,pseudo_masks/masks/train/cell0473_mask.png,train
cell0474.png,pseudo_masks/masks/train/cell0474_mask.png,train
cell0475.png,pseudo_masks/masks/train/cell0475_mask.png,train
cell0476.png,pseudo_masks/masks/train/cell0476_mask.png,train
cell0477.png,pseudo_masks/masks/train/cell0477_mask.png,train
cell0478.png,pseudo_masks/masks/train/cell0478_mask.png,train
cell0479.png,pseudo_masks/masks/train/cell0479_mask.png,train
cell0480.png,pseudo_masks/masks/train/cell0480_mask.png,train
cell0482.png,pseudo_masks/masks/train/cell0482_mask.png,train
cell0484.png,pseudo_masks/masks/train/cell0484_mask.png,train
cell0486.png,pseudo_masks/masks/train/cell0486_mask.png,train
cell0487.png,pseudo_masks/masks/train/cell0487_mask.png,train
cell0489.png,pseudo_masks/masks/train/cell0489_mask.png,train
cell0491.png,pseudo_masks/masks/train/cell0491_mask.png,train
cell0492.png,pseudo_masks/masks/train/cell0492_mask.png,train
cell0494.png,pseudo_masks/masks/train/cell0494_mask.png,train
cell0495.png,pseudo_masks/masks/train/cell0495_mask.png,train
cell0496.png,pseudo_masks/masks/train/cell0496_mask.png,train
cell0498.png,pseudo_masks/masks/train/cell0498_mask.png,train
cell0502.png,pseudo_masks/masks/train/cell0502_mask.png,train
cell0504.png,pseudo_masks/masks/train/cell0504_mask.png,train
cell0505.png,pseudo_masks/masks/train/cell0505_mask.png,train
cell0506.png,pseudo_masks/masks/train/cell0506_mask.png,train
cell0507.png,pseudo_masks/masks/train/cell0507_mask.png,train
cell0508.png,pseudo_masks/masks/train/cell0508_mask.png,train
cell0509.png,pseudo_masks/masks/train/cell0509_mask.png,train
cell0510.png,pseudo_masks/masks/train/cell0510_mask.png,train
cell0512.png,pseudo_masks/masks/train/cell0512_mask.png,train
cell0513.png,pseudo_masks/masks/train/cell0513_mask.png,train
cell0516.png,pseudo_masks/masks/train/cell0516_mask.png,train
cell0518.png,pseudo_masks/masks/train/cell0518_mask.png,train
cell0519.png,pseudo_masks/masks/train/cell0519_mask.png,train
cell0521.png,pseudo_masks/masks/train/cell0521_mask.png,train
cell0523.png,pseudo_masks/masks/train/cell0523_mask.png,train
cell0524.png,pseudo_masks/masks/train/cell0524_mask.png,train
cell0526.png,pseudo_masks/masks/train/cell0526_mask.png,train
cell0527.png,pseudo_masks/masks/train/cell0527_mask.png,train
cell0529.png,pseudo_masks/masks/train/cell0529_mask.png,train
cell0530.png,pseudo_masks/masks/train/cell0530_mask.png,train
cell0531.png,pseudo_masks/masks/train/cell0531_mask.png,train
cell0532.png,pseudo_masks/masks/train/cell0532_mask.png,train
cell0533.png,pseudo_masks/masks/train/cell0533_mask.png,train
cell0534.png,pseudo_masks/masks/train/cell0534_mask.png,train
cell0535.png,pseudo_masks/masks/train/cell0535_mask.png,train
cell0536.png,pseudo_masks/masks/train/cell0536_mask.png,train
cell0537.png,pseudo_masks/masks/train/cell0537_mask.png,train
cell0539.png,pseudo_masks/masks/train/cell0539_mask.png,train
cell0540.png,pseudo_masks/masks/train/cell0540_mask.png,train
cell0542.png,pseudo_masks/masks/train/cell0542_mask.png,train
cell0543.png,pseudo_masks/masks/train/cell0543_mask.png,train
cell0544.png,pseudo_masks/masks/train/cell0544_mask.png,train
